alcohol,amount_over_300,banana,beer,bread,chocolate,cola,eggs,fruits,ice_cream,over_10_item_types,vegetables,vodka
0.5439771308265037,0.4843245555661184,0.4672894629221576,0.5073303099017386,0.4854424426020407,0.47015990059266,0.6021148969674707,0.5813923035372301,0.4571630943582163,0.40665442333412005,0.5131413813147326,0.49912500000000004,0.5610553527980535
0.5769180054824942,0.44023313383599105,0.4357000285143998,0.5577196254321342,0.49040574809805576,0.3608721915091986,0.4906101528502367,0.5810037744751121,0.5422796120736624,0.4462655280837099,0.5310616482067136,0.47043277212745815,0.5657873966684668
0.6259565993407439,0.5880471687198952,0.4500761833395779,0.605918295729001,0.5528254761712751,0.5354844905406703,0.575470156488021,0.531748046412503,0.5202510564459626,0.506233880567404,0.5343243780274047,0.4971216386228068,0.49815152537117335
0.6045703379728276,0.5060270363157292,0.5493609838437424,0.5753366510538641,0.5206538647495322,0.5057998116156037,0.5284351145038167,0.6246053925373907,0.5329037481640587,0.49430237870111665,0.5122960217987852,0.6051634319842252,0.646990336476889
0.5595792744875396,0.49923088643965724,0.5180089515800895,0.5364057601065453,0.49042541475184975,0.49289607773432875,0.605064355009125,0.5817696414950418,0.4748850040621182,0.4806625765299588,0.44492220372611285,0.5278244896029607,0.4481937986628883
0.5757159150835797,0.5737858873974645,0.523101215434425,0.5376227795027608,0.5257455959202753,0.423912809008154,0.6210748759339041,0.4422348893394884,0.5222765978953825,0.39973025232150106,0.5634329804681676,0.47822175812103646,0.6594557964970809
0.6063432526181269,0.488087532747727,0.42386915921874146,0.6263543626819849,0.46195548069904174,0.42888272388316656,0.4497324159021407,0.5953568659576647,0.49073236480741045,0.47883515913509095,0.48106001027609124,0.510798400376382,0.3286149502154852
0.5998591910724508,0.45386705970284535,0.4522336416245379,0.5396692219312281,0.47551649251082234,0.35631097940353673,0.4750261119075644,0.5593491159237175,0.44527605846428325,0.5007488185693106,0.4717487097088324,0.4762126721846802,0.6127824372718047
0.5478269497186996,0.5291881127475162,0.38897702123508576,0.5185950360848393,0.5444488696095211,0.4244281696918658,0.4972400109469075,0.5341820455329424,0.4875852637266158,0.49278567988245414,0.5277071013337643,0.4935888285367496,0.558128436559809
0.5791993488234424,0.5389344262295082,0.5038306566029169,0.5739301924882025,0.502771435387132,0.4109991585943875,0.6151427458400579,0.4203551675441924,0.5019533870143542,0.5021537260070041,0.5069966277619429,0.5186128432337819,0.47039867109634553
0.505839332058191,0.5138245682410543,0.4681242566956852,0.5099641359418585,0.5151323830150224,0.3955501290944723,0.5276312872485545,0.5502184025414114,0.5096112998552023,0.38858747430176,0.4850490250721219,0.5195386819484241,0.5940530445341043
0.6310597248985875,0.5125542859416902,0.4454231150257934,0.6414251207729468,0.5002719502719503,0.5414743292547723,0.531361222801516,0.5045135952319593,0.5187223414067925,0.46743514279485504,0.4910361630251242,0.4558452722063038,0.3851109561649677
0.5813020190323064,0.4730083680235289,0.4728483921713377,0.5528015598484587,0.4851508937401867,0.42444476701988676,0.6260363520408163,0.4920398301607108,0.5060316898483409,0.43945571881351114,0.5211654755360088,0.51366023427146,0.6222456460454834
0.574428951793722,0.57128056983616,0.4562669594216708,0.5358611428028143,0.5062568396643178,0.4217519637953634,0.5859663844451856,0.4937600610486328,0.48969630661518526,0.4872658945766698,0.4935200863824879,0.47697760001382183,0.5463026838802929
0.6106157715837928,0.4675635592953382,0.4997959869431644,0.614257197696737,0.46222676295127746,0.4156188557744336,0.5493005524504895,0.5314549062699884,0.5575841473701396,0.46055988165613015,0.46972082050631037,0.5072518120726589,0.6041857953011072
0.5669954904171364,0.5286763129174628,0.47321618006549515,0.5735746770965982,0.521037492702237,0.36713102133587505,0.5105104951063874,0.5363438147966055,0.5389575979747203,0.4850626283367557,0.49812970995443395,0.45319677575546896,0.7111580582818599
0.6017344574732467,0.5465531660362102,0.4849137215861955,0.5785609762383628,0.4896692683890727,0.5034031300125721,0.573202977880553,0.50885152171597,0.49373583464412607,0.48941220592001755,0.5053288739841848,0.47091313345596963,0.4739915115195305
0.5440809368937578,0.46442636050582475,0.4795897123047575,0.5534468756985572,0.45154506633820896,0.42373143873533586,0.5881846055189275,0.5417537329676548,0.5281258739342536,0.4826440132944578,0.5038123852152916,0.556018313614161,0.555303197963926
0.6181648027521498,0.4767245300181928,0.5166550089873505,0.6146825515877488,0.5913097408217083,0.45834154776523905,0.5778857991823505,0.537396100295918,0.5166570216049382,0.5232272030357077,0.5207088861791007,0.5138030038335828,0.6130756752944495
0.5707037959216609,0.4070188927943761,0.4235730231224527,0.5954624349119764,0.45423993977391697,0.468707371247777,0.5027157960730672,0.5255432105522412,0.4770217445060004,0.453862220888,0.45681320036815287,0.4624341453203772,0.5259208078660643
0.6134761256442672,0.5207784055241682,0.4391334627986472,0.619063764699765,0.48161191807886017,0.4434194270035583,0.5333554119749553,0.5046292907853326,0.49657995066158334,0.4588796871405567,0.5403233271394582,0.464087736107309,0.6160231603984733
0.5791687020055516,0.5242621438182239,0.5188728437701433,0.5638895753168355,0.5009819005090873,0.6262119189221994,0.5088707255580722,0.49462967418419423,0.5523677338406533,0.49018426487963707,0.5037359004904645,0.5349860696470187,0.7543843093986817
0.5141031699700701,0.4701309407208008,0.429264024556421,0.5244307366432426,0.47744140788365774,0.46911330417554487,0.6470875109370742,0.459909094920789,0.5255097698801743,0.4628833671027012,0.45729286512939343,0.5315387649312598,0.46856177146076183
0.5782827436790852,0.45142010664998605,0.41249264396805385,0.5773152146304293,0.4154289948217586,0.48798692247256503,0.6118149841412509,0.6472840142553702,0.5247860890823446,0.46446368207495525,0.45507581770223504,0.5039161904761905,0.38929020664869723
0.6184779295630247,0.5071952444485339,0.47283812857820084,0.5538227104992434,0.5266543794565401,0.42571328698032784,0.6167608816439619,0.6578910220214568,0.5016837582092737,0.47314466134409905,0.4745426072659913,0.4992331779494521,0.5275103465207632
0.5636853782921198,0.46797961929192183,0.4363234330305462,0.531885846242282,0.5070236116881318,0.37923644784483307,0.5635747965282157,0.5959430453115248,0.44417560186457805,0.42060412936185504,0.4726030284296645,0.5473686619805298,0.5689233441824245
0.51558816419969,0.5715244248143678,0.4556972327726533,0.5191734779619586,0.49056139093119866,0.4958580197491327,0.5355020054005204,0.5052286402625668,0.5491275229083304,0.45770681325182405,0.4820624185851877,0.5505471425041477,0.5733732455982645
0.6685498863157313,0.4834539004280958,0.45086771547502447,0.6764548954811955,0.5283565937078962,0.4235186983972802,0.49668655477560053,0.4343678153860013,0.47152479915704,0.570742762548529,0.468350668412953,0.5077786561393539,0.6049822064056939
0.6681289968013536,0.5245027155465037,0.5659352065141694,0.6238825634208812,0.47469037609362574,0.5267149602117613,0.5742057847321005,0.4697800068644058,0.5790468583599574,0.38522709541979316,0.5885269987353476,0.5795081918958219,0.5784319946696702
0.49191986225203577,0.48938328490621186,0.4400866290018832,0.5282945434731844,0.503280276248199,0.4303867632997519,0.4872718694374746,0.5487316421895861,0.5315373794362593,0.5116804631557564,0.4698194028954925,0.5245910366358364,0.4467111670183411
0.6607532833492679,0.5221104192918735,0.46108076282718635,0.6700670756906253,0.5217661953504917,0.6222096016961987,0.5558338076266364,0.5018465638682658,0.5028470174811638,0.42721205535307305,0.5114642084026684,0.4916490734224724,0.5829650952815959
0.5444359888048935,0.5218762905198725,0.5264138570788817,0.545170516290925,0.5097614974338331,0.45015577067122126,0.5580970623192871,0.4556186561926358,0.523612276776396,0.49817172604865345,0.5258822196770417,0.5619541508246472,0.631930830977487
0.5484861475089318,0.4697896828635036,0.4554548575235195,0.5144195578978188,0.49583201892744483,0.4241535347353803,0.6109821137031528,0.5641050165847954,0.49295866167993857,0.3984049784326197,0.5114428925456186,0.5228532070491678,0.6395433249384344
0.6692130857648099,0.5287485993356431,0.46793884597232915,0.620169812473276,0.5091879539193589,0.3570867233727811,0.5774758263737868,0.5833520433284096,0.5472173329980723,0.5006259458588174,0.565525706969527,0.5271647016278016,0.5490027048468606
0.5532206692479271,0.49882345914954607,0.46914118962554885,0.5623770895681838,0.4904409965159158,0.4622256275040236,0.5884086585576757,0.43707070707070705,0.505916623653316,0.4844955400192864,0.4944250756479411,0.5028469399156017,0.6235467353029036
0.6764894390977074,0.5509591740716739,0.4681866491014673,0.6278042585136852,0.5401836262492,0.5144788765088208,0.5401504124211548,0.44440843146869224,0.4678349600709849,0.43446670162558987,0.5506870710998122,0.5028123562551052,0.621895483606913
0.5388824249337069,0.48088997384309795,0.47699968125866377,0.5686414274144229,0.5080497647669847,0.48656634966833623,0.4222295104480632,0.512008635016981,0.4700489477844079,0.41196047613290393,0.5116411573872699,0.4950654907027905,0.48863010267968954
0.5641938425904875,0.5185804548713994,0.4902219973780266,0.5453596037898364,0.45626125727108985,0.43206229009568464,0.5075605023249002,0.41767100692929326,0.5072010247422355,0.4583196827085649,0.4820467245309803,0.49112591756454554,0.5876489028213165
0.6196144406061055,0.6006919599066954,0.47376050582157453,0.5778557469799429,0.5207680777538234,0.48866491860592154,0.5551360258410903,0.5127769749518304,0.5125124999371862,0.45012532505268343,0.5412607430832139,0.5239658785101238,0.4200279147844621
0.628591923340178,0.4788503835006197,0.45075131303753696,0.5901975123956964,0.4092432337596018,0.4815520628683693,0.5021557176449285,0.5512613246603395,0.5631602003695028,0.5219564137782928,0.47986592221390456,0.5625164386655981,0.4262329931972789
0.537897423025435,0.5501749475157452,0.43566332046332046,0.5163543216117562,0.535037778949218,0.4731566370258037,0.572352191289967,0.6116693727976033,0.457545420391492,0.3939538479491219,0.5368922761238137,0.4757245135932938,0.6696900982615268
0.5727828076323987,0.47199045793312605,0.4238920676904807,0.5420111303052774,0.46847454643110864,0.3539116379310345,0.5199174691007722,0.520524409648669,0.5102888351197388,0.4956070472948719,0.44596161641083476,0.5111396331868773,0.5437112027439815
